Artist,Title,Lyrics,Tempo,Key,Loudness,Mode
J. Cole,No Role Modelz,"[Verse 1]
First things first: rest in peace, Uncle Phil
For real
You the only father that I ever knew
I get my bitch pregnant, I'ma be a better you
Prophecies that I made way back in the Ville
Fulfilled
Listen, even back when we was broke, my team ill
Martin Luther King woulda been on Dreamville, talk to a nigga
[Pre-Chorus]
One time for my L.A. sisters
One time for my L.A. ho
Lame niggas can't tell the difference
One time for a nigga who know
[Chorus]
Don't save her, she don't wanna be saved
Don't save her, she don't wanna be saved
Don't save her, she don't wanna be saved
Don't save her, she don't wanna be saved
[Verse 2]
No role models, and I'm here right now
No role models to speak of
Searchin' through my memory, my memory, I couldn't find one
Last night, I was gettin' my feet rubbed by the baddest bitch
Not Trina, but I swear to God
, 
this bitch'll make you call your girl up
And tell her, ""Hey, what's good?
Sorry, I'm never comin' home, I'ma stay for good""
Then hang the phone up and proceed to lay the wood
I came fast like 9-1-1 in white neighborhoods
Ain't got no shame 'bout it
She think I'm spoiled and I'm rich 'cause I can have any bitch
I got defensive and said, ""Nah, I was the same without it""
But then I thought back, back to a better me
Before I was a B-list celebrity
'Fore I started callin' bitches ""bitches"" so heavily
Back when you could get a platinum plaque without no melody, you wadn't sweatin' me",100.028,10,-8.492,0
Dominic Fike,Why,"[Intro]
Yeah
[Chorus]
You ever wonder why-y-y-y-y? (Why)
Why-y-y-y-y? Why-y-y-y-y?
You ever wonder why-y-y-y-y? (Why)
Why-y-y-y-y? Why-y-y-y-y?
[Verse 1]
Said the lady with the long legs in the lawn chair
She like the strings on my guitar neck and my blonde hair
I write about her thighs in my latest lines
I remember her eyes when I asked her why
Why would you pay for this apartment you don't belong in?
You take this shit from all your bosses and all your boyfriends
I guess I get surprised when you let it slide
But it's no business of mine how you waste your time
Yeah
[Verse 2]
Don't crash, don't text, go renew your tags
No sex, no sleep, just that job
I bet you miss what you had
You can't get no sleep at night
Do you ever wonder why everyone is out to get you every day
Or do you question anything?
How many warnin' signs 'til it hits you, darling?
Gravity's your friend
You fall out of touch sometime
But your history calls you back to it again
Too many factors to be sure
So many reasons to think twice
And nobody asked you to before",117.027,6,-2.676,1
French Cassettes,Santa Cruz Tomorrow,"(Oh, South Carolina, Great Britain, oh)
Got tired of colds
Set my project on the doornail
While they both work on in soul
Everybody's got to eat, every-
Undo your tongue
Are you as sad as you are young?
Now you can tell me if I'm wrong
But I think you need some sleep
Yeah, I think you need some sleep
Yeah, I think you need some sleep
Yeah, I think you need some sleep
Yeah, I think you need some sleep
Yeah, I think you need some sleep
Yeah, I think you need some sleep
(South Carolina, Great Britain, oh
Oh, oh no)
Sunsets wait to war
Yeah, I think you need some sleep
Yeah, I think you need some sleep
Yeah, I think you need some sleep
Yeah, I think you need some sleep
(Yeah, I think you need some sleep) Why do you keep waking up to me?
(Yeah, I think you need some sleep
Yeah, I think you need some sleep) Yeah, why do you need to make it up to me?
(Yeah, I think you need some sleep
Yeah, I think you need some sleep) Yeah, why do you keep waking up to me?",165.972,8,-10.804,0
Phantogram,Black Out Days - Future Islands Remix,"[Verse 1]
Hide the sun
I will leave your face out of my mind
You should save your eyes
A thousand voices howling in my head
[Verse 2]
Speak in tongues
I don't even recognize your face
Mirror on the wall
Tell me all the ways to stay away
[Chorus 1]
Away-ay ya
Away-ay ya
And stay away-ay ya
Away-ay ya
Away-ay ya
[Verse 3]
Dig a hole
Fireworks exploding in my hands
If I could paint the sky
Would all the stars then shine a bloody red?
[Chorus 2]
Stay
Hey hey hey ah
Away hey ah
Away hey ah
And stay
Hey hey hey ah
Away hey ah
Away hey ah",170.026,4,-9.413,0
Elton John,Goodbye Yellow Brick Road - Remastered 2014,Lyrics Not Found,121.227,5,-7.712,1
WILLOW,Wait a Minute!,"[Verse 1]
Wait a minute
I think I left my conscience on your front doorstep, oh oh
Wait a minute
I think I left my consciousness in the sixth dimension
But I'm here right now, right now
(Right now, right now)
Just sitting in a cloud, oh wow
I'm here right now, right now with you, oh wow, oh wow
(Right now, with you)
I don't even care
I’ll run my hands through your hair
You wanna run your fingers through mine
But my dreads too thick and that's alright
[Chorus]
Hold on, wait a minute
Feel my heart's intention, oh
Hold on, wait a minute
I left my consciousness in the sixth dimension
Left my soul in his vision
Let's go get it, oh, oh
Let's go get it, oh, oh
[Verse 2]
Some things don't work
Some things are bound to be
Some things, they hurt
And they tear apart me
You left your diary at my house
And I read those pages, do you really love me, baby?
Some things don't work
Some things are bound to be
Some things, they hurt
And they tear apart me
But I broke my word, and you were bound to see
And I cried at the curb
When you first said, ""Oel ngati kameie""",101.003,3,-5.279,0
Kali Uchis,Dead To Me,"[Intro]
(You're dead to me)
(You're dead to me)
Woo, ooh, ooh (Ooh)
Woo, ooh, ooh (Ooh)
Ooh, ooh, ooh, ooh (Ooh)
Woo, ooh, ooh
[Verse 1]
I don't know what you been told
See, I am not your enemy (Uh, oh-oh)
But if there's one thing that I know
Is that you ain't a friend to me (Uh, oh-oh)
So don't come for me unless I send for you
Know you're dead to me (Uh, oh-oh)
Just don't come for me, I won't send for you
Know you're dead to me
You're dead to me, oh
[Chorus]
You're dead to me (You're dead to me)
You're obsessed, just let me go
You're dead to me (You're dead to me)
I'm not somebody you know
You're dead to me (You're dead to me)
Could you just leave me alone?
You're dead to me",119.001,4,-4.469,0
Tame Impala,"New Person, Same Old Mistakes","[Instrumental Intro]
[Verse 1]
I can just hear them now
""How could you let us down?""
But they don't know what I found
Or see it from this way 'round
Feeling it overtake
All that I used to hate
One by one, every trait
I tried, but it's way too late
All the signs I don't read
Two sides of me can't agree
Will I be in too deep?
Going with what I always longed for
[Chorus]
Feel like a brand-new person
But you'll make the same old mistakes
Well, I don't care, I'm in love
Stop before it's too late
I know…
Feel like a brand-new person
But you'll make the same old mistakes
I finally know what it's like
(You don't have what it takes)
Stop before it's too late
I know there's too much at stake
Making the same mistakes
And I still don't know why it's happening
Stop while it's not too late
And I still don't know…",151.836,8,-6.74,1
Arctic Monkeys,Why'd You Only Call Me When You're High?,"[Verse 1]
The mirror's image tells me it's home time
But I'm not finished, 'cause you're not by my side
And as I arrived I thought I saw you leavin'
Carryin' your shoes
Decided that once again I was just dreamin'
Of bumpin' into you
[Chorus]
Now, it's three in the mornin'
And I'm tryna' change your mind
Left you multiple missed calls
And to my message, you reply
""Why'd you only call me when you're high?""
""Hi, why'd you only call me when you're high?""
[Verse 2]
Somewhere darker, talkin' the same shite
I need a partner, (High) well are you out tonight?
It's harder and harder to get you to listen
More I get through the gears
Incapable of makin' alright decisions
And having bad ideas
[Chorus]
Now, it's three in the mornin'
And I'm tryna' change your mind
Left you multiple missed calls
And to my message, you reply (Message, you reply)
""Why'd you only call me when you're high?""
(Why'd you only call me when you're)
""Hi, why'd you only call me when you're high?""",92.004,2,-6.478,1
Doja Cat,Been Like This,"[Intro]
Since you've been like this
Baby, I don't really wanna be in like this
Ever since you've been like this
Baby, I don't really wanna be in like this
[Verse 1]
See you've been changin', baby
In good ways and bad ways
Can't say what I say, it's far too late
And I think you made me, baby
Made me too nervous
Cryin' and this hurt and I gotta tell you why
[Chorus]
Since you've been like this (This, this, this, this)
Baby, I don't really wanna be in like this (This, this, this, this)
Ever since you've been like this (This, this, this, this)
Baby, I don't really wanna be in like this (This, this, this, this)
[Verse 2]
Who is frontin', babe?
We don't have fun these days
It's more than complicated, I
Couldn't say you wasn't with it
Told me to stop my whinin'
Whеn you gave up, I tried
I gave you all this timе
Gave you my everything
Said I can do this all night, baby
Said I was actin' out of line, maybe
Can't put my trauma to the side
When you told me I was lyin'
Had me feelin' like I died
, baby
I seen a grown man cry, baby
Just see you do it, ain't special, no
Wonder when I ain't there
What the fuck you've been sayin'?
Talkin' 'bout how I sexed you up",99.008,10,-5.029,1
Crystal Castles,Empathy,"[Verse 1]
Premise to interlude
Wait 'til all bones protrude
You're convexed, you're convert
There is a stain on your shirt
Semi-sweet, semicide
The remorse you can't hide
Now we molt, past our skin
And make room to begin
[Chorus]
Symmetry
You must work in symmetry
You must earn their empathy
Empathy, empathy, empathy
Symmetry
You must work in symmetry
You must earn their empathy
Empathy, empathy, empathy
[Post-Chorus]
Down, down, cities fall down on me
Down, down, cities fall down on me
Down, down, cities fall down on me
Down, down, cities fall down",109.975,7,-5.512,0
Peter McPoland,Digital Silence,"[Verse 1]
I won't ask a question, I'll state the truth
It's everything I know and all I do
And there's people better off, they're just like you
But no one is someone until I tell them who
[Chorus]
This is the way that it is
This is the way that it always will be
Something you love turns to something you miss
Something you say turns to something you mean
This is the way that I know
This is the way and it makes me sick
I feel it inside me like a pulse
It's starting to slow and the meter dips, oh
[Verse 2]
Why don't you get it? Can't you get it? Understand
They're gonna execute the mother to elevate the man
They're gonna propagate the killer, eliminate the youth
They're gonna blind date everyone until you love them too
They're gonna blind date everyone until you love them too
They're gonna blind date everyone until you love them too
They're gonna blind date everyone until you love them—
[Chorus]
This is the way that it is
This is the way that it always will be
Something you love turns to something you miss
Something you say turns to something you mean
This is the way that I know
This is the way and it makes me sick
I feel it inside me like a pulse
It's starting to slow and the meter dips",89.514,10,-1.431,0
The Weeknd,Double Fantasy (with Future),"[Pre-Chorus: The Weeknd]
Temperature risin', bodies united
Now that I trapped you in my arms
No need to fight it, no need to hide it
Now that I've seen what's in your heart
Baby girl, I'm the only one who knows this side of you
And baby, you know that I can pull out what's inside of you
[Chorus: The Weeknd]
Even though it's wrong
It's wrong
Even though it's wrong, baby
My girl
Oh-ooh-oh, ooh-woah, ooh-woah, ooh-woah, oh-oh (Yeah, yeah, yeah, yeah)
Oh-ooh-oh, ooh-woah, ooh-woah, ooh-woah, oh-oh (Yeah, yeah, yeah, yeah)
Oh-oh-oh
[Verse 1: The Weeknd]
You want me inside it, beg me to slide in
Knowing we should have never met
Girl, when you ride it, see you decide it
Don't say those words that you'll regret
Baby girl, I can tell that you think that I'm right for you
I already know that it's not true, but girl, I'll lie to you
[Chorus: The Weeknd]
Even though it's wrong (Yeah, yeah)
It's wrong (Yeah, yeah)
Even though it's wrong, baby (Yeah, yeah)
My girl (Yeah)
Oh-ooh-oh, ooh-woah, ooh-woah, ooh-woah, oh-oh (Yeah, yeah, yeah, yeah)
Oh-ooh-oh, ooh-woah, ooh-woah, ooh-woah, oh-oh (Yeah, yeah, yeah, yeah)
Oh-oh-oh",119.041,9,-7.277,0
Kali Uchis,Fantasy (feat. Don Toliver),"[Pre-Chorus: Don Toliver, 
Kali Uchis
]
I wanna dance, throw my hands in the air
I wanna dance, where no one really cares
I wanna dance, throw my hands in the air (Hands in the air)
Love all on me
I wanna dance, throw my hands in the air (Ooh-ooh-ooh)
I wanna dance, where no one really cares (Ooh-ooh-ooh, ooh-ooh-ooh)
I wanna dance, throw my hands in the air (Ooh-ooh-ooh, ooh-ooh)
I wanna dance, where no one really cares (Ooh-ooh-ooh, ooh-ooh)
I wanna dance
[Chorus: Kali Uchis]
Love all on me, spend it on me
Babe, if you don't worship me (Hah-hah), it just don't work for me (Hah)
Love all on me, everyone needs love
Forget all the foolery (Hah-hah), stay on me like jewelry (Hah)
On my body, don't let go of me (Ooh-ooh-ooh, ooh)
I just want the fantasy (Hah-hah), love it when you worship me (Hah) (Ooh-ooh-ooh, ooh)
Don't go, honey, spend it on me (Ooh-ooh-ooh, ooh)
On me (On me, on me), on me (On me, on me)
[Verse 1: Kali Uchis, 
Don Toliver
, 
Kali Uchis & Don Toliver
]
Diamonds on my wrist, that's my love language (
Uh-huh
)
And kisses down my back, starting from my neck
Leaning side to side (To side), emptying my mind (My mind)
Loyal as they come (They come), I've been down to ride
When you feel 
alone-one
 (Yeah, yeah)
I'll hold you 
down, ooh-
o
h
 (Yeah, yeah, yeah, yeah)
I belong to you (To you), know you're all mine too (Mine too)
Yes, we made mistakes (Mistakes), now, can we make this right?",104.023,6,-6.146,1
Cults,Always Forever,"[Verse 1]
You and me, always forever
We could stay alone together
You and me, always forever
Say you'll stay, 
never be severed
[Chorus]
You know you've got me in your pocket
You don't just have to wait around
You know I keep you in my locket
Just come here and we can settle down
[Verse 2]
You and me, always forever
We could stay alone together
Heard you say things could be better
Darling, don't get a wandering eye
[Chorus]
You know you've got me in your pocket
You don't just have to wait around
You know I keep you in my locket
Just come here and we can settle down
[Bridge]
Oh, darling, it's alarming
To think of us apart",163.378,8,-5.93,1
carwash,striptease,"[Verse 1]
Do you remember when we kissed in the bathroom?
Oh, damn, that was just two hours ago
Your shoelaces were untied
You said to me, ""That's how I like mine""
[Chorus]
On and on, like you were my first love
We could just run away, not tell anybody
I really like the way your hair blows looking back at me
This feels like some bullshit teenage summer dream
The stereo's slapping me across the face
We're running low on gas but we don't have a place to go
[Post-Chorus]
Oh, come on baby, baby
Oh, come on baby, baby
Oh, come on baby, baby
Oh, come on baby, baby
[Verse 2]
You're t-t-teasing me in the car
You told me that your house is not far
Well, can't we just go to the beach?
I think we both know what we need",130.033,8,-8.887,1
WILLOW,t r a n s p a r e n t s o u l feat. Travis Barker,"[Intro]
One, two, three, four
[Verse 1]
I don't fucking know if it’s a lie or it's a fact
All your little fake friends will sell your secrets for some cash (Hey, hey)
Smile in my face, then put your cig out on my back
If you ever see me, just get to runnin' like the Flash
[Pre-Chorus 1]
I knew a boy just like you
He’s a snake just like you
Such a fake just like you
But I can see the truth
[Chorus]
Transparent soul
I can see right through, just so you know
Transparent soul
I can see right through, just so you know
[Verse 2]
I don't fucking know if it's paradise or it's a trap
Yeah, they're treating me like royalty, but is it kissin' ass?
 (Hey, hey)
No one's brave enough to take the fall right
But it's all your fault, why you actin’ like it’s alright?",90.19,11,-5.203,0
Yot Club,down bad,"[Verse 1]
I've been asleep
For what feels like weeks
Why would I wake up?
I hear my cell phone ring
[Chorus]
And I know you’re down bad if you're reaching out to me
Dumb jealous confident fake apology
Just slow down, think straight, backspace and delete
There's honestly not anything that you alone could do
[Verse 2]
I jumped in too deep
Now everything feels like a dream
How I try to catch up
I’m running laps in my sleep
[Chorus]
And I know you're down bad if you're reaching out to me
Dumb jealous confident fake apology
Just slow down, think straight, backspace and delete
There's honestly not anything that you alone could do",186.642,2,-8.116,1
Nelly Furtado,Promiscuous,"[Intro: Nelly Furtado, 
Timbaland
]
Am I throwin' you off?
Nope
Didn't think so
[Verse 1: Timbaland & 
Nelly Furtado
]
How you doin', young lady?
That feelin' that you're givin' really drives me crazy
You're dope, have a player 'bout to choke
I was at a loss for words first time that we spoke
You lookin' for a girl that'll treat you right?
You lookin' for her in the daytime with the light?
You might be the type if I play my cards right
I'll find out by the end of the night
You expect me to just let you hit it?
But will you still respect me if you get it?
All I can do is try, gimme one chance (Chance)
What's the problem? I don't see the ring on your hand (Hand)
I'll be the first to admit it
I'm curious about you, you seem so innocent
You wanna get in my world, get lost in it?
Boy, I'm tired of runnin', let's walk for a minute
[Chorus 1: Nelly Furtado & 
Timbaland
]
Promiscuous girl, wherever you are
I'm all alone, and it's you that I want
Promiscuous boy, you already know
That I'm all yours, what you waitin' for?
Promiscuous girl, you're teasin' me
You know what I want, and I got what you need
Promiscuous boy, let's get to the point
'Cause we're on a roll, you ready?",114.328,10,-6.098,0
The Weeknd,Best Friends - Remix,"[Chorus: The Weeknd]
Oh, what we got
Baby, what we got is secure
Been a part of toxic love
It tore us apart
Things you want, I'm not lookin' for
You're my best friend now
You're my best friend now
[Verse 1: The Weeknd]
Oh, I love it when we climax
And I would never burn you
I could never hurt you
If we do it like that
Don't try to take it further
Focus on the friendship
Get a little sidetracked
Catchin' little feelings
Thought we had arrangements
Thought you weren't like that
Yeah (Uh-uh), I thought you weren't like that
[Pre-Chorus: The Weeknd]
Oh, friends no more
Sеx as friends no more
You don't wanna have sеx as friends no more
Friends no more
Ooh-ooh, friends no more, uh
Sex as friends no more
You don't wanna have sex as friends no more
Oh",180.22,4,-6.569,0
Tory Lanez,Lavender Sunflower,"[Verse 1]
Sexy lady
What would you do
If this goes right, girl?
If everything goes how we planned it to?
Sexy lady
What would you do
If I was rubbing my hand on you?
Would it make you amused?
[Pre-Chorus]
You electrify my body (Electrify my body)
Specify, I'm horny (Specify, I'm horny)
Baby, after tonight we're going (Baby, after tonight we're going)
Come and sexify my heart (Woo)
[Chorus]
What are you waiting for? (Ooh, yeah)
You got me lost in the clutch of you (Lost in you)
And what's worst to know, I got a girl at home
And my baby loves me more (Baby loves me more)
What are you waiting for?
'Cause maybe her loving me this much won't do (Won't do)
And what's worst to know, I got a girl at home
And I don't wanna hurt her soul (And I don't wanna hurt hеr soul)",88.894,4,-6.065,0
Tory Lanez,Lady Of Namek,"[Intro]
Baby (Baby, baby)
I want you to leave but you stay
My brain and my heart ain't the same
So will I let you in?
As long as you won't do this to me again
Baby (Baby, baby)
When I left my heart in your hands
You left me scarred at the dance
Baby, let's not do this again
[Verse 1]
We're just friends
Picked you up with a smile on my face
Wanted to end the night at my place
We need to, baby (Baby)
But I always know how this ends up you gon' play me
Ooh yeah, baby
Felt like I got left out the prom with my date
You didn't read all the signs in my face
That tonight was supposed to be our night (Our night)
Yeah, uh
[Pre-Chorus]
Well, would you look at thе time? (Look at the time)
I'm racing against it
Your hеart to my heart (To my heart)
Come place it against it
I stare at your soul (Stare at your soul)
I'm facing temptations (Temptations)
I wanna do right, we both want the sensation",134.985,11,-5.123,0
Omar Apollo,Kamikaze,"[Intro]
Stay back, stay back, stay back, stay back, stay back, stay back
For what? For what? For what? For what? For what? For what?
[Verse 1]
Got someone to cover me, I work the late shift
Drive through Georgia, nineteen hours on vacation
I ain't never left the state, man, I've been waitin'
And that pretty boy still hit me up on strange occasions (Ooh, ooh, ooh)
[Chorus]
We was kids and we was younger (Was younger)
I stop to wonder (Ooh, ooh, ooh)
I'm naive, but I remember
Rain drop December (Ooh, ooh, ooh)
I've been wondering if you'd call me (If you'd call me)
Move like tsunamis (Ooh, ooh, ooh)
Now we're strangers in this lobby (In this lobby)
Like kamikaze (Ooh, ooh, ooh)
[Verse 2]
I ain't really know you was frеaky though
Ass round like Cheerios
And you got a lil' Vimeo
What's the password? You just frozе
Don't you got enough material?
Say you gotta go, vámonos
And I told you just leave me alone (Leave me alone)
Yeah, I told you just leave me alone",94.996,2,-5.08,0
Childish Gambino,Me and Your Mama,"[Intro]
I'm in love when we are smoking that la-la-la-la-la
I'm in love when we are smoking that la-la-la-la-la
I'm in love when we are smoking that la-la-la-la-la
I'm in love when we are smoking that la-la-la-la-la
I'm in love when we are smoking that la-la-la-la-la
I'm in love when we are smoking that la-la-la-la-la
I'm in love when we are smoking that la-la-la-la-la
I'm in love when we are smoking that la-la-la-la-la
[Chorus 1]
Do what you want
(I'm telling you…) Let me into your heart
[Verse 1]
Can't stand it, backhanded
They wanna see us falling apart
You know that I love you
So let me into you
[Chorus 2]
Let me into your heart
(Do you really love me? I'ma get you, girl, ahhh!)
[Verse 2]
This is the end of us
Sleeping with the moon and the stars
I know where you've been
You can see us far then near",118.073,5,-12.111,1
Cannons,Bright Lights,"[Verse 1]
These brick walls are tumbling down
Hitting me on the head
My whole world is crumbling down
I don't know know to act
[Pre-Chorus]
I rode the wave 'til it crashed down
Maybe I should leave this sad town
I rode the wave 'til it crashed down
Nothing is holding me back now
[Chorus]
And all these bright lights
They've got me going blind
And all these bright lights
They got me losing my mind
[Verse 2]
This whole town is wearing me down
I'm hanging by a thread
Falling fast now, I hit the ground
I don't know who I am
[Pre-Chorus]
I rode the wave 'til it crashed down
Maybe I should leave this sad town
I rode the wave 'til it crashed down
Nothing is holding me back now",115.002,10,-9.375,1
Orville Peck,Dead of Night,"[Verse 1]
The sun goes down, another dreamless night
You're right by my side
You wake me up, you say it's time to ride
In the dead of night
Strange canyon road, strange look in your eyes
You shut them as we fly
As we fly
[Verse 2]
Stark, hollow town, 
Carson City lights
Baby, let's get high
Spend a Johnny's cash
, hitch another ride
We laugh until we cry
You say, ""Go fast,"" I say, ""Hold on tight""
In the dead of night
Dead of night
[Chorus]
See
See the boys as they walk on by
See
See the boys as they walk on by
(By)
As they walk on by
(By)
As they walk on by
(By)
As they walk on by
It's enough to make a young man—",99.683,2,-11.608,1
Bad Bunny,Tití Me Preguntó,"[Letra de ""Tití Me Preguntó""]
[Intro: Bad Bunny]
Ey
[Coro: Bad Bunny]
Tití me preguntó si tengo mucha' novia', mucha' novia'
Hoy tengo a una, mañana otra, ey, pero no hay boda
Tití me preguntó si tengo mucha' novia', je, mucha' novia'
Hoy tengo a una, mañana otra
[Refrán: Bad Bunny]
Me la' vo'a llevar a to'a pa' un VIP, un VIP, ey
Saluden a Tití
Vamo' a tirarno' un selfie, say ""cheese"", ey
Que sonrían las que ya les metí
En un VIP,  un VIP, ey
Saluden a Tití
Vamo' a tirarno' un selfie, say ""cheese""
Que sonrían las que ya se olvidaron de mí
[Verso 1: Bad Bunny]
Me gustan mucho las Gabriela
Las Patricia, las Nicole, las Sofía
Mi primera novia en kinder, María
Y mi primer amor se llamaba Thalía
Tengo una colombiana que mе escribe to' los día'
Y una mexicana quе ni yo sabía
Otra en San Antonio que me quiere todavía
Y las de PR que todita' son mía'
Una dominicana que es uva bombón
Uva, uva bombón
La de Barcelona que vino en avión
Y dice que mi bicho está cabrón
Yo dejo que jueguen con mi corazón
Quisiera mudarme con toda' pa' una mansión
El día que me case te envío la invitación
Muchacho, deja eso, ey",106.672,5,-5.198,0
Bad Bunny,Efecto,"[Letra de ""Efecto""]
[Intro]
Yeah-yeah-yeah-yeah-yeah-yeah
Eh-eh-eh-eh
[Pre-Coro]
No sé si es casualidad que yo me sienta así
Siempre que tú estás cerquita de mí
Dime qué me hiciste, qué droga me diste
Que desde aquella noche no soy igual
Tú me mira' y empiezo a sudar
Siento que puedo volar
[Coro]
Baby, la nota ya está haciendo efecto
Mi mundo está jodío' y me siento perfecto
Porque estás tú, aquí, moviéndote así, no pare'
Baby, tú eres mi droga, esta noche no le baje'
Porque la nota ya está haciendo efecto
Mi mundo está jodío' y me siento perfecto
Porque estás tú, aquí, moviéndote así, no pare'
Baby, tú eres mi droga, esta noche no le baje'
[Post-Coro]
Esta no, esta sí
Esta no, esta sí
Esta no, esta sí
Esta no, esta sí",98.047,7,-8.797,0
Bad Bunny,Moscow Mule,"[Letra de ""Moscow Mule""]
[Intro]
Si yo no te escribo, tú no me escribe', ey
Si tú quieres, te busco, yo sé dónde tú vive'
Quizá hoy está aborrecía'
Pero por dentro tú tiene' alegría
[Coro]
Si quieres te la saco
Dos trago' y sabes que me pongo bellaco
No somo' na', pero estamo' envuelto' hace rato, oh-oh
WhatsApp sin el retrato, no guarda mi contacto (¡Ey, ey, ey, ey!)
Pero se la saco
Dos trago' y sabes que me pongo bellaco
No somo' na', pero estamo' envuelto' hace rato, oh-oh
WhatsApp sin el retrato, no guarda mi contacto-to
[Verso 1]
Todo e' underwater (Ey)
Baby, vamo' pa'l cuarto quarter
En la Uru' comiéndono' el pare
Te vo'a dar duro pa' que no me compare', ey
Cuida'o con ese mahón, que se va a romper (Ey)
Ese booty lo va a romper (Ey)
Yo no sé si yo te vuelvo a ver
Si mañana me vo'a perder
Tú ere' una player, me hiciste un crossover
Esta ve' metiste, me diste game over, eh-eh (Huh)
Porque no puedo olvidar
El perreo aquel que se fue viral
Dime si mañana te va' a quedar
Después de la alarma te lo voy a dar, ey
Hoy tú no va' a trabajar, jeje, no",99.968,5,-5.453,0
Metro Boomin,Creepin' (with The Weeknd & 21 Savage),Lyrics Not Found,97.951,1,-5.995,0
Omar Apollo,Frío,"[Letra de ""Frío""]
[Coro]
Y no puedo amarte
De vuelta
Me besas
Con fuerza
No me sueltas
Acábame
La tristeza
Y no puedo amarte
De vuelta
Me besas
Con fuerza
No me sueltas
Acábame
La tristeza
[Verso 1]
No puedo
Con este dolor, dolor
Y ya acabe contigo, contigo
Tu negaste tanto amor, amor
Me dejaste frío, frío
[Pre-Coro]
Y cada vez que te veo en la calle
Que me va todo bien y tú sabes
Te la pasas llamando a mis padres
¿Que no ves que no somos iguales?
Y cada vez que te veo en la calle
Que me va todo bien y tú sabes
Te la pasas llamando a mis padres
¿Que no ves que no somos iguales¿",85.795,0,-3.966,0
Christian Kuria,Deep Green,"[Verse 1]
Guess I did see it coming
Made it look easy, we barely even had to try
Ride around town 'til the morning (Yeah)
Braving the breeze as we stare at passing satellites
[Pre-Chorus]
You told me you would take aim
But it's not even an option
You fake everything
And now that it's all in the open
Everything's clear as daylight
[Chorus]
Deep green
Running 'cross your surface like oceans
Of emotions
Deep green
I can read it all in the motion
Don't you make a sound
[Verse 2]
Clearly, you don't understand
Got your own reasons to drag it to the bitter end
Talking all night
'Cause you know wherе it's going
Setting the room on fire
Likе you don't care
If it's unfair
And you never look back",87.798,2,-5.621,1
Grimes,Genesis,"[Chorus]
My heart, I never be, I never see, I never know
Oh, heart, and then it falls, and then I fall, and then I know
My heart, I never be, I never see, I never know
Oh, heart, and then it falls, and then I fall, and then I know
My heart, I never be, I never see, I never know
Oh, heart, and then it falls, and then I fall, and then I know
My heart, I never be, I never see, I never know
Oh, heart, and then it falls, and then I fall, and then I know
[Post-Chorus]
My
My
My
Ever see, ever be, ever know my heart (My)
Ever see, ever be, ever know my heart
[Refrain]
Home, and they know
I'm the vagabond
It's always different
I'm the one in love
Home, and they know
I'm the vagabond
It's always different
I'm the one in love
Home, and they know
I'm the vagabond
It's always different (I'm the one in love)
I'm the one in love
Home, and they know
I'm the vagabond
It's always different (I'm the one in love)
I'm the one in love",166.04,10,-6.745,0
The Weeknd,After Hours,"[Verse 1]
Thought I almost died in my dream again (Baby, almost died)
Fightin' for my life, I couldn't breathe again
I'm fallin' in too deep (Oh, oh)
Without you, I can't sleep (Fallin' in)
'Cause my heart belongs to you
I'll risk it all for you
I want you next to me
This time, I'll never leave
I wanna share babies
Protection, we won't need
Your body next to me
Is just a memory
I'm fallin' in too deep, oh
Without you, I can't sleep
Insomnia relieve, oh
Talk to me, without you, I can't breathe
[Verse 2]
My darkest hours
Girl, I felt so alone inside of this crowded room
Different girls on the floor, distractin' my thoughts of you
I turned into the man I used to be, to be
Put myself to sleep
Just so I can get closer to you inside my dreams
Didn't wanna wake up 'less you were beside me
I just wanted to call you and say, and say",108.968,5,-6.099,0
Beyoncé,ALIEN SUPERSTAR,"[Intro]
Please do not be alarmed, remain calm
Do not attempt to leave the dance-floor
The DJ booth is conducting a troubleshoot test of the entire system
[Verse 1]
I'm one of one, I'm number one, I'm the only one
Don't even waste your time trying to compete with me (Don't do it)
No one else in this world can think like me (True)
I'm twisted (Twisted), I'll contradict it
Keep him addicted, lies on his lips, I lick it
[Pre-Chorus]
Unique
That's what you are
Stilеttos kicking vintage crystal off the bar
Category: bad bitch, I'm thе bar
Alien superstar
Whip, whip
[Chorus]
I'm too classy for this world, forever, I'm that girl
Feed you diamonds and pearls, ooh, baby
I'm too classy to be touched, I paid them all in dust
I'm stingy with my love, ooh, baby",121.892,10,-6.398,0
Daft Punk,Instant Crush (feat. Julian Casablancas),"[Verse 1]
I didn't want to be the one to forget
I thought of everything I'd never regret
A little time with you is all that I get
That's all we need because it's all we can take
One thing I never see the same when you're 'round
I don’t believe in him, his lips on the ground
I wanna take you to that place in the Roche
But no one gives us any time anymore
He asks me once if I'd look in on his dog
You made an offer for it, then you ran off
I got this picture of us kids in my head
And all I hear is the last thing that you said
[Pre-Chorus]
""I listened to your problems, now listen to mine""
I didn't want to anymore, oh-oh-oh
[Chorus]
And we will never be alone again
'Cause it doesn't happen every day
Kinda counted on you being a friend
Can I give it up or give it away?
Now I thought about what I wanna say
But I never really know where to go
So I chained myself to a friend
'Cause I know it unlocks like a door
And we will never be alone again
'Cause it doesn't happen every day
Kinda counted on you being a friend
Can I give it up or give it away?
Now I thought about what I wanna say
But I never really know where to go
So I chained myself to a friend
Some more again",109.942,10,-9.516,0
